Explainer,Model,Dataset,AB,score,score_bottom,score_top,kendall,random,noise,Skew,Samples,HC,ConfVars
ShapFlow,LogisticRegression,3_vars_corr_2HC_n1000B.csv,B,3.0821044162444027,0.0736353387670897,0.08443696673271316,0.2333333333333334,0.8462685864565891,0.0,0.5,1000.0,2.0,3.0
ShapFlow,LogisticRegression,3_vars_corr_2HC_n100B.csv,B,3.073224688660889,0.09040977604256555,0.063387440317099,0.3333333333333334,0.8233929452554852,0.12530000000000002,0.5,100.0,2.0,3.0
ShapFlow,LogisticRegression,3_vars_corr_2HC_n300.csv,A,3.540811465831948,0.038062212834632035,0.021175391317960857,0.6666666666666669,0.9050294611472672,0.012883132530120484,0.5,300.0,2.0,3.0
ShapFlow,LogisticRegression,3_vars_corr_2HC_n300B.csv,B,3.3076601355857087,0.024051968706454152,0.040281310363815326,0.3000000000000001,0.8621423252907474,0.00513855421686747,0.5,300.0,2.0,3.0
ShapFlow,LogisticRegression,3_vars_corr_2HC_n500.csv,A,3.6221043634945884,0.012728917185462851,0.03752748422992043,0.3333333333333334,0.9410665423132745,0.004527659574468085,0.5,500.0,2.0,3.0
ShapFlow,LogisticRegression,3_vars_corr_2HC_n500B.csv,B,3.0748197898069503,0.09601862512438095,0.109095055970537,0.3333333333333334,0.8664952139408564,0.0,0.5,500.0,2.0,3.0
ShapFlow,LogisticRegression,3_vars_corr_2HC_n700.csv,A,3.7763834264160936,0.0414306053053244,-0.04303077482002271,0.6333333333333335,0.9035324148870986,0.0,0.5,700.0,2.0,3.0
ShapFlow,LogisticRegression,3_vars_corr_2HC_n700B.csv,B,3.127222267688232,0.09576783335714165,0.07364183549307224,0.3333333333333334,0.8485471921220358,0.0,0.5,700.0,2.0,3.0
ShapFlow,LogisticRegression,3_vars_corr_2HC_n900.csv,A,3.5846356220975792,0.022205816083926445,0.014587210036939791,0.6666666666666669,0.9097153916248809,0.0,0.5,900.0,2.0,3.0
ShapFlow,LogisticRegression,3_vars_corr_2HC_n900B.csv,B,2.9597617089370654,0.04673467122587114,0.146664936689164,0.2666666666666667,0.8688581663305257,0.0,0.5,900.0,2.0,3.0
ShapFlow,RandomForest,0_vars_corr_0HC_n100.csv,A,2.6102542103753574,0.1823929751542681,0.08978028705199069,0.3333333333333334,0.7267235663812165,0.0,0.5,100.0,0.0,0.0
ShapFlow,RandomForest,0_vars_corr_0HC_n1000.csv,A,2.6984927231967677,0.05739056741517061,0.07132061134737219,0.6666666666666669,0.7292393027034196,0.0,0.5,1000.0,0.0,0.0
ShapFlow,RandomForest,0_vars_corr_0HC_n200.csv,A,2.74769524788692,0.09492295031904777,0.07144758214387399,0.6666666666666669,0.7416213073081747,0.0,0.5,200.0,0.0,0.0
ShapFlow,RandomForest,0_vars_corr_0HC_n300.csv,A,2.8439267945984366,0.06359413968757294,0.05335237793775729,0.6666666666666669,0.7532272059973757,0.0,0.5,300.0,0.0,0.0
ShapFlow,RandomForest,0_vars_corr_0HC_n400.csv,A,3.0382400901384132,0.031938343157136354,0.056357679136767994,0.6666666666666669,0.8071527815772322,0.0,0.5,400.0,0.0,0.0
ShapFlow,RandomForest,0_vars_corr_0HC_n500.csv,A,2.8844366924448317,0.09631358046223701,0.047612965997717784,0.6666666666666669,0.7592087967136092,0.0,0.5,500.0,0.0,0.0
ShapFlow,RandomForest,0_vars_corr_0HC_n600.csv,A,2.9627605589805324,0.08789347958445581,0.05868549115292522,0.6666666666666669,0.79102927380783,0.0,0.5,600.0,0.0,0.0
ShapFlow,RandomForest,0_vars_corr_0HC_n700.csv,A,2.9399089472293873,0.02657906943186954,0.08598466651692135,0.6666666666666669,0.8060893391460702,0.0,0.5,700.0,0.0,0.0
ShapFlow,RandomForest,0_vars_corr_0HC_n800.csv,A,3.0939281517365615,0.04675499732642833,0.039465724569376096,0.6666666666666669,0.8077864573738532,0.0,0.5,800.0,0.0,0.0
ShapFlow,RandomForest,0_vars_corr_0HC_n900.csv,A,2.791654200139832,0.11701180590287144,0.08508103678261195,0.6666666666666669,0.7668465142780392,0.0,0.5,900.0,0.0,0.0
ShapFlow,RandomForest,1_vars_corr_1HC_n100.csv,A,2.951069017913058,0.115103199913582,0.07896921910838203,0.3333333333333334,0.8079401632562915,0.0,0.5,100.0,1.0,1.0
ShapFlow,RandomForest,1_vars_corr_1HC_n1000.csv,A,2.847666626751999,0.04747845468472454,0.062190278102769316,0.6666666666666669,0.7616612382716743,0.0,0.5,1000.0,1.0,1.0
ShapFlow,RandomForest,1_vars_corr_1HC_n300.csv,A,2.656890331890332,0.11542077590746054,0.09252517241009194,0.6666666666666669,0.7346172694948556,0.0,0.5,300.0,1.0,1.0
ShapFlow,RandomForest,1_vars_corr_1HC_n500.csv,A,2.6651999316473,0.09820238963478481,0.11272203853857632,0.6666666666666669,0.756817012635362,0.0,0.5,500.0,1.0,1.0
ShapFlow,RandomForest,1_vars_corr_1HC_n700.csv,A,2.7064639010552183,0.07187725618319409,0.0680222894916642,0.6666666666666669,0.7294498402526125,0.0,0.5,700.0,1.0,1.0
ShapFlow,RandomForest,1_vars_corr_1HC_n900.csv,A,2.8783919417744537,0.12735618860942294,0.06147593611098795,0.6666666666666669,0.7679536332038222,0.0,0.5,900.0,1.0,1.0
ShapFlow,RandomForest,2_vars_corr_1HC_n100.csv,A,3.6493252361673414,0.031112205320397202,-0.04291893126100775,0.3333333333333334,0.8732500555430122,0.0,0.5,100.0,1.0,2.0
ShapFlow,RandomForest,2_vars_corr_1HC_n1000.csv,A,2.981873245237301,0.02940462758045521,0.12278645976817726,0.3333333333333334,0.8535072811839631,0.0,0.5,1000.0,1.0,2.0
ShapFlow,RandomForest,2_vars_corr_1HC_n300.csv,A,3.189271097021857,0.07217924429804817,0.025997428134266032,0.0,0.8193842297906315,0.0,0.5,300.0,1.0,2.0
ShapFlow,RandomForest,2_vars_corr_1HC_n500.csv,A,3.039956275600031,0.061361676904481896,0.0757725966194699,0.2666666666666667,0.825195762726727,0.0,0.5,500.0,1.0,2.0
ShapFlow,RandomForest,2_vars_corr_1HC_n700.csv,A,2.9344199073183117,0.07127326778129053,0.02024258507192852,0.3333333333333334,0.7491108655664889,0.0,0.5,700.0,1.0,2.0
ShapFlow,RandomForest,2_vars_corr_1HC_n900.csv,A,2.9825484201345,0.05331618128003126,0.050148939169554665,0.3333333333333334,0.786388319294514,0.0,0.5,900.0,1.0,2.0
ShapFlow,RandomForest,2_vars_corr_2HC_n100.csv,A,2.577130152304525,0.0938760439917097,0.19385577265533846,0.6666666666666669,0.8124913529435414,0.0,0.5,100.0,2.0,2.0
ShapFlow,RandomForest,2_vars_corr_2HC_n1000.csv,A,3.0780362712324374,0.03009677791390508,0.056793156809289945,0.3333333333333334,0.8180120062816387,0.0,0.5,1000.0,2.0,2.0
ShapFlow,RandomForest,2_vars_corr_2HC_n300.csv,A,2.9193091663327593,0.007651977509478025,0.04645425133760459,0.3333333333333334,0.7697861926776144,0.0,0.5,300.0,2.0,2.0
ShapFlow,RandomForest,2_vars_corr_2HC_n500.csv,A,2.608664682539682,0.089561683043027,0.12524960696389328,0.3333333333333334,0.7508390905983646,0.0,0.5,500.0,2.0,2.0
ShapFlow,RandomForest,2_vars_corr_2HC_n700.csv,A,3.103982745779049,0.08864919913833783,0.0015305395645845987,0.3333333333333334,0.7786247538069906,0.0,0.5,700.0,2.0,2.0
ShapFlow,RandomForest,2_vars_corr_2HC_n900.csv,A,2.759949222233705,0.06984967911993938,0.07611213039370962,0.6666666666666669,0.7497778759739944,0.0,0.5,900.0,2.0,2.0
ShapFlow,RandomForest,3_vars_corr_1HC_n100.csv,A,3.5793269230769234,0.032640851058710806,0.027048724671765244,0.18257418583505539,0.9204056967338218,0.0,0.5,100.0,1.0,3.0
ShapFlow,RandomForest,3_vars_corr_1HC_n1000.csv,A,3.115090024616508,0.04376949156283194,0.06545262793962418,0.3333333333333334,0.834747229377234,0.0,0.5,1000.0,1.0,3.0
ShapFlow,RandomForest,3_vars_corr_1HC_n300.csv,A,3.506834150326797,0.04032710261857286,0.023600891278924795,0.18257418583505539,0.8984527335489549,0.0,0.5,300.0,1.0,3.0
ShapFlow,RandomForest,3_vars_corr_1HC_n500.csv,A,3.211736834364941,0.08010447845414452,0.0750042769096676,0.3333333333333334,0.869520881097485,0.0,0.5,500.0,1.0,3.0
ShapFlow,RandomForest,3_vars_corr_1HC_n700.csv,A,2.7017147801828636,0.16581366486539642,0.11015715587434198,0.3333333333333334,0.7621856013028381,0.0,0.5,700.0,1.0,3.0
ShapFlow,RandomForest,3_vars_corr_1HC_n900.csv,A,3.0007679441053074,0.07431892551291057,0.07386970537601487,0.3333333333333334,0.8128796826911946,0.0,0.5,900.0,1.0,3.0
ShapFlow,RandomForest,3_vars_corr_2HC_n100.csv,A,3.053195116544962,0.07476265776087275,0.004777599261573384,0.8000000000000002,0.7673592621641905,0.0,0.5,100.0,2.0,3.0
ShapFlow,RandomForest,3_vars_corr_2HC_n1000.csv,A,3.2843272260228735,0.07565729622198095,0.028110749641835953,0.3333333333333334,0.846422592569402,0.0,0.5,1000.0,2.0,3.0
ShapFlow,RandomForest,3_vars_corr_2HC_n1000B.csv,B,2.8377687945201977,0.09715835660891581,0.0840879127086798,0.3333333333333334,0.777772360041421,0.0,0.5,1000.0,2.0,3.0
ShapFlow,RandomForest,3_vars_corr_2HC_n100B.csv,B,2.9804166009429167,0.032224202252624935,0.03403960397806065,0.20000000000000004,0.7736582437768997,0.0,0.5,100.0,2.0,3.0
ShapFlow,RandomForest,3_vars_corr_2HC_n300.csv,A,3.3204244333327417,0.038133176531838175,0.03350178483313818,0.3333333333333334,0.8593984460655966,0.0,0.5,300.0,2.0,3.0
ShapFlow,RandomForest,3_vars_corr_2HC_n300B.csv,B,2.8904259572225555,0.11129460625840407,0.05453879624822906,0.3333333333333334,0.767658028663976,0.0,0.5,300.0,2.0,3.0
ShapFlow,RandomForest,3_vars_corr_2HC_n500.csv,A,3.549845821769965,0.030375779311384753,0.010432705996139968,0.3333333333333334,0.896955683240183,0.0,0.5,500.0,2.0,3.0
ShapFlow,RandomForest,3_vars_corr_2HC_n500B.csv,B,2.757431348383925,0.1243012032008913,0.10884525996667942,0.3333333333333334,0.7776790561015654,0.0,0.5,500.0,2.0,3.0
ShapFlow,RandomForest,3_vars_corr_2HC_n700.csv,A,3.5417683693305917,0.076061943709651,-0.06436814124283227,0.3333333333333334,0.828450177614242,0.0,0.5,700.0,2.0,3.0
ShapFlow,RandomForest,3_vars_corr_2HC_n700B.csv,B,2.8820390419353634,0.09485623885048017,0.0769543290595357,0.3333333333333334,0.7830100486241113,0.0,0.5,700.0,2.0,3.0
ShapFlow,RandomForest,3_vars_corr_2HC_n900.csv,A,3.3451975276271226,0.039522660606165584,0.0164272878820239,0.3333333333333334,0.8507179855846733,0.0,0.5,900.0,2.0,3.0
ShapFlow,RandomForest,3_vars_corr_2HC_n900B.csv,B,2.6256831509480776,0.1533647182134128,0.0695018098123778,0.3333333333333334,0.7102990182015542,0.0,0.5,900.0,2.0,3.0
ShapFlow,XGBoost,0_vars_corr_0HC_n100.csv,A,2.8048567236067234,0.09735821160904329,0.14463912915981555,0.6666666666666669,0.826070748839536,0.0,0.5,100.0,0.0,0.0
ShapFlow,XGBoost,0_vars_corr_0HC_n1000.csv,A,3.0333802927928164,0.02092979664894824,0.09275754306655873,0.6666666666666669,0.8374125747033319,0.0,0.5,1000.0,0.0,0.0
ShapFlow,XGBoost,0_vars_corr_0HC_n200.csv,A,3.14468301959755,0.07740259693224434,0.04851506504967289,0.6666666666666669,0.8299729932299874,0.0,0.5,200.0,0.0,0.0
ShapFlow,XGBoost,0_vars_corr_0HC_n300.csv,A,3.300380057875595,0.05355030219348308,-0.002634550800166835,0.6666666666666669,0.8240854669699067,0.0,0.5,300.0,0.0,0.0
ShapFlow,XGBoost,0_vars_corr_0HC_n400.csv,A,3.177231681257818,0.05785931949510133,0.07397533711573588,0.6666666666666669,0.8600414394578711,0.0,0.5,400.0,0.0,0.0
ShapFlow,XGBoost,0_vars_corr_0HC_n500.csv,A,3.1926601883487336,0.018902923105240388,0.07828793007231258,0.6666666666666669,0.866266534012127,0.0,0.5,500.0,0.0,0.0
ShapFlow,XGBoost,0_vars_corr_0HC_n600.csv,A,3.1944053286211114,0.06984534931665595,0.023474442318591703,0.6666666666666669,0.8221452850800413,0.0,0.5,600.0,0.0,0.0
ShapFlow,XGBoost,0_vars_corr_0HC_n700.csv,A,3.109864897154077,0.07186634059404041,0.06396812693187157,0.6666666666666669,0.8317516675961197,0.0,0.5,700.0,0.0,0.0
ShapFlow,XGBoost,0_vars_corr_0HC_n800.csv,A,3.284837357877355,0.06568779424221718,0.03626468868753204,0.6666666666666669,0.8541609416340863,0.0,0.5,800.0,0.0,0.0
ShapFlow,XGBoost,0_vars_corr_0HC_n900.csv,A,3.0619362760639395,0.08339315788959026,0.08454775287754643,0.6666666666666669,0.8384628675616341,0.0,0.5,900.0,0.0,0.0
ShapFlow,XGBoost,1_vars_corr_1HC_n100.csv,A,3.1259420962992084,0.07889163687181865,0.08255764591664261,0.3333333333333334,0.8567741350784143,0.0,0.5,100.0,1.0,1.0
ShapFlow,XGBoost,1_vars_corr_1HC_n1000.csv,A,2.9234190816599446,0.09101040558542821,0.08214426146629747,0.6666666666666669,0.7975019072767631,0.0,0.5,1000.0,1.0,1.0
ShapFlow,XGBoost,1_vars_corr_1HC_n300.csv,A,2.6468385794296836,0.07182588579858626,0.17294113232800462,0.6666666666666669,0.8054202867007676,0.0,0.5,300.0,1.0,1.0
ShapFlow,XGBoost,1_vars_corr_1HC_n500.csv,A,2.93071286254805,0.10833972544250033,0.03930748981620265,0.6666666666666669,0.7646116065235999,0.0,0.5,500.0,1.0,1.0
ShapFlow,XGBoost,1_vars_corr_1HC_n700.csv,A,2.872794322835577,0.04589662980163943,0.12332843322879605,0.6666666666666669,0.8216285903448787,0.0,0.5,700.0,1.0,1.0
ShapFlow,XGBoost,1_vars_corr_1HC_n900.csv,A,3.1846989237629324,0.07195691646874347,0.053757225404585704,0.6666666666666669,0.8425049698943609,0.0,0.5,900.0,1.0,1.0
ShapFlow,XGBoost,2_vars_corr_1HC_n100.csv,A,3.6493252361673414,0.044471679663965015,-0.021959467173337365,0.3333333333333334,0.8924452327183733,0.0,0.5,100.0,1.0,2.0
ShapFlow,XGBoost,2_vars_corr_1HC_n1000.csv,A,3.117285661607106,0.0487676220361065,0.12335237874581698,0.3333333333333334,0.8902847478523525,0.0,0.5,1000.0,1.0,2.0
ShapFlow,XGBoost,2_vars_corr_1HC_n300.csv,A,3.4241288294378514,0.026185180001819554,0.020395769269731134,0.0,0.8766985356492297,0.0,0.5,300.0,1.0,2.0
ShapFlow,XGBoost,2_vars_corr_1HC_n500.csv,A,3.149245003090676,0.0893116735761373,0.06509624715605115,0.3000000000000001,0.8443686470197147,0.0,0.5,500.0,1.0,2.0
ShapFlow,XGBoost,2_vars_corr_1HC_n700.csv,A,3.029516904989175,0.07669334507502858,0.08743341797217112,0.3333333333333334,0.8314997027764115,0.0,0.5,700.0,1.0,2.0
ShapFlow,XGBoost,2_vars_corr_1HC_n900.csv,A,3.1403946562993577,0.04334144334978009,0.08953144352909735,0.3333333333333334,0.8635758920891575,0.0,0.5,900.0,1.0,2.0
ShapFlow,XGBoost,2_vars_corr_2HC_n100.csv,A,2.477740837879237,0.0971190374058775,0.2238815704375602,0.6666666666666669,0.8089863952720645,0.0,0.5,100.0,2.0,2.0
ShapFlow,XGBoost,2_vars_corr_2HC_n1000.csv,A,3.193562772872582,0.04207480834541146,0.07781186486587102,0.6666666666666669,0.8669042103758201,0.0,0.5,1000.0,2.0,2.0
ShapFlow,XGBoost,2_vars_corr_2HC_n300.csv,A,3.0038124401747313,0.01805402394876803,0.04429920106899691,0.3333333333333334,0.7894989109830421,0.0,0.5,300.0,2.0,2.0
ShapFlow,XGBoost,2_vars_corr_2HC_n500.csv,A,3.076493726255772,0.0774784316863127,0.05951653366100752,0.3333333333333334,0.8210111193395084,0.0,0.5,500.0,2.0,2.0
ShapFlow,XGBoost,2_vars_corr_2HC_n700.csv,A,3.2413556327050363,0.060181428334439444,0.02733296539104506,0.3333333333333334,0.8353201894089441,0.0,0.5,700.0,2.0,2.0
ShapFlow,XGBoost,2_vars_corr_2HC_n900.csv,A,3.0278028637201286,0.07099424844985293,0.08228637017829779,0.6666666666666669,0.8281962536745849,0.0,0.5,900.0,2.0,2.0
ShapFlow,XGBoost,3_vars_corr_1HC_n100.csv,A,3.7722390913180384,0.014407756334465015,0.005398364832210112,0.18257418583505539,0.9484406641367749,0.0,0.5,100.0,1.0,3.0
ShapFlow,XGBoost,3_vars_corr_1HC_n1000.csv,A,3.1860691566028896,0.04620450143780887,0.09641224108704624,0.3333333333333334,0.8840090791114124,0.0,0.5,1000.0,1.0,3.0
ShapFlow,XGBoost,3_vars_corr_1HC_n300.csv,A,3.7501024810786787,0.02924716951741102,0.0005905160912555773,0.18257418583505539,0.9382946565587119,0.0,0.5,300.0,1.0,3.0
ShapFlow,XGBoost,3_vars_corr_1HC_n500.csv,A,3.3858364838619344,0.05441419233618524,0.05778577653047623,0.3333333333333334,0.8993024327339472,0.0,0.5,500.0,1.0,3.0
ShapFlow,XGBoost,3_vars_corr_1HC_n700.csv,A,2.970082300692028,0.07793108787995823,0.13774545165409757,0.3333333333333334,0.8641122728229801,0.0,0.5,700.0,1.0,3.0
ShapFlow,XGBoost,3_vars_corr_1HC_n900.csv,A,3.259364789892534,0.08204665158034748,0.04413493536058878,0.3333333333333334,0.853980167393415,0.0,0.5,900.0,1.0,3.0
ShapFlow,XGBoost,3_vars_corr_2HC_n100.csv,A,3.0811559420971184,0.049253703903577195,0.0763909759461872,0.9333333333333333,0.8359951689809311,0.0,0.5,100.0,2.0,3.0
ShapFlow,XGBoost,3_vars_corr_2HC_n1000.csv,A,3.4995061061244845,0.025454723348797025,0.04272004032465272,0.3333333333333334,0.9144529227708752,0.0,0.5,1000.0,2.0,3.0
ShapFlow,XGBoost,3_vars_corr_2HC_n1000B.csv,B,3.08685151436689,0.05133292754985123,0.1033579265628017,0.3333333333333334,0.8619091455073041,0.0,0.5,1000.0,2.0,3.0
ShapFlow,XGBoost,3_vars_corr_2HC_n100B.csv,B,3.2503314020983196,0.04488936260076687,-0.007770196271861906,0.1666666666666667,0.807560653767089,0.0,0.5,100.0,2.0,3.0
ShapFlow,XGBoost,3_vars_corr_2HC_n300.csv,A,3.5173064339535656,0.010881732640704855,0.034491357082343264,0.3333333333333334,0.9112266596579051,0.0,0.5,300.0,2.0,3.0
ShapFlow,XGBoost,3_vars_corr_2HC_n300B.csv,B,3.254196607532221,0.04932914365567006,0.029719518788631206,0.3333333333333334,0.838732593226909,0.0,0.5,300.0,2.0,3.0
ShapFlow,XGBoost,3_vars_corr_2HC_n500.csv,A,3.6576028660979967,-0.004145872266889439,0.031937292429417216,0.3333333333333334,0.9445923766906468,0.0,0.5,500.0,2.0,3.0
ShapFlow,XGBoost,3_vars_corr_2HC_n500B.csv,B,3.0028974456791095,0.09391248334265448,0.11853724734480213,0.3333333333333334,0.8557752675291269,0.0,0.5,500.0,2.0,3.0
