,Accu,Precision,Recall,F1,TNR,TPR,TP,FP,TN,FN
PassiveAgressive,1.0,1.0,1.0,1.0,1.0,1.0,129,0,132,0
SGDClassifier,1.0,1.0,1.0,1.0,1.0,1.0,129,0,132,0
RandomForest,1.0,1.0,1.0,1.0,1.0,1.0,129,0,132,0
Perceptron,1.0,1.0,1.0,1.0,1.0,1.0,129,0,132,0
RidgeClassifier,1.0,1.0,1.0,1.0,1.0,1.0,129,0,132,0
LogisticRegression,1.0,1.0,1.0,1.0,1.0,1.0,129,0,132,0
DecisionTree,1.0,1.0,1.0,1.0,1.0,1.0,129,0,132,0
XGBoost,1.0,1.0,1.0,1.0,1.0,1.0,129,0,132,0
MultinomialNB,0.8505747126436781,0.9166666666666666,0.7674418604651163,0.8354430379746837,0.9318181818181818,0.7674418604651163,99,9,123,30
GaussianNB,0.9348659003831418,0.9516129032258065,0.9147286821705426,0.932806324110672,0.9545454545454546,0.9147286821705426,118,6,126,11
SVC,1.0,1.0,1.0,1.0,1.0,1.0,129,0,132,0
