,Accu,Precision,Recall,F1,TNR,TPR,TP,FP,TN,FN
PassiveAgressive,1.0,1.0,1.0,1.0,1.0,1.0,163,0,141,0
SGDClassifier,1.0,1.0,1.0,1.0,1.0,1.0,163,0,141,0
RandomForest,1.0,1.0,1.0,1.0,1.0,1.0,163,0,141,0
Perceptron,1.0,1.0,1.0,1.0,1.0,1.0,163,0,141,0
RidgeClassifier,1.0,1.0,1.0,1.0,1.0,1.0,163,0,141,0
LogisticRegression,1.0,1.0,1.0,1.0,1.0,1.0,163,0,141,0
DecisionTree,1.0,1.0,1.0,1.0,1.0,1.0,163,0,141,0
XGBoost,1.0,1.0,1.0,1.0,1.0,1.0,163,0,141,0
MultinomialNB,0.6907894736842105,0.7633587786259542,0.6134969325153374,0.6802721088435375,0.7801418439716312,0.6134969325153374,100,31,110,63
GaussianNB,0.8848684210526315,0.8902439024390244,0.8957055214723927,0.8929663608562691,0.8723404255319149,0.8957055214723927,146,18,123,17
SVC,1.0,1.0,1.0,1.0,1.0,1.0,163,0,141,0
