,Accu,Precision,Recall,F1,TNR,TPR,TP,FP,TN,FN
PassiveAgressive,1.0,1.0,1.0,1.0,1.0,1.0,3772,0,3728,0
SGDClassifier,1.0,1.0,1.0,1.0,1.0,1.0,3772,0,3728,0
RandomForest,1.0,1.0,1.0,1.0,1.0,1.0,3772,0,3728,0
Perceptron,1.0,1.0,1.0,1.0,1.0,1.0,3772,0,3728,0
RidgeClassifier,1.0,1.0,1.0,1.0,1.0,1.0,3772,0,3728,0
LogisticRegression,1.0,1.0,1.0,1.0,1.0,1.0,3772,0,3728,0
DecisionTree,1.0,1.0,1.0,1.0,1.0,1.0,3772,0,3728,0
XGBoost,1.0,1.0,1.0,1.0,1.0,1.0,3772,0,3728,0
MultinomialNB,0.8497333333333333,0.7699530516431925,1.0,0.870026525198939,0.6976931330472103,1.0,3772,1127,2601,0
GaussianNB,1.0,1.0,1.0,1.0,1.0,1.0,3772,0,3728,0
SVC,1.0,1.0,1.0,1.0,1.0,1.0,3772,0,3728,0
